artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,cluster,context,rank,URL_Couverture_Album
Trapt,Headstrong,285569,True,2002,72,0.492,0.896,4,-5.819,minor,0.117,0.000172,2.78e-06,0.189,0.534,184.981,rock,3,Sport,11,https://i.scdn.co/image/ab67616d0000b27374d9a833744be96426ee833c
Simply Red,Sunrise,199040,False,2008,58,0.791,0.733,5,-5.123,minor,0.029,0.00189,0.201,0.0859,0.917,105.987,rock,1,Détente,24,https://i.scdn.co/image/ab67616d0000b2730a0e84ccfa9dc4849c89ef48
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",184906,False,2003,61,0.811,0.657,6,-6.197,major,0.362,0.0391,0.712,0.0798,0.777,199.958,pop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b27380621fa8d5a85d3e94869671
Girls Aloud,Sound Of The Underground,221426,False,2003,58,0.568,0.867,11,-5.861,major,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,pop,1,Détente,20,https://i.scdn.co/image/ab67616d0000b273eea0874a385add93be75febf
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,False,2016,52,0.527,0.808,1,-4.749,major,0.295,0.176,0.0,0.169,0.907,87.025,hip hop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b2733478b3ee9ec84b07c18a6ea5
Room 5,Make Luv,212413,False,2003,57,0.883,0.887,1,-4.92,major,0.116,0.0111,0.63,0.0367,0.648,124.814,dance/electronic,1,Détente,21,https://i.scdn.co/image/ab67616d0000b2733e4e6be7009f5481671322e4
Fatman Scoop,Be Faithful,164506,True,2009,49,0.649,0.713,7,-6.488,major,0.295,0.000787,0.0,0.318,0.629,101.129,hip hop,1,Détente,29,https://i.scdn.co/image/ab67616d0000b27397a8524fe5d00396141b8506
Limp Bizkit,Behind Blue Eyes,269973,False,2003,70,0.595,0.489,7,-6.66,major,0.0271,0.497,0.0,0.119,0.0902,120.315,metal,2,Fêtes,8,https://i.scdn.co/image/ab67616d0000b27344971d48c21dbd132f2d506e
Sugababes,Too Lost In You,237693,False,2003,58,0.586,0.705,1,-4.904,minor,0.0287,0.0485,0.0,0.15,0.459,98.014,pop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273300cb707ac12b2704a21c027
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,True,2003,57,0.802,0.863,1,-3.552,major,0.2,0.0199,0.0,0.141,0.873,81.008,hip hop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b273d2a9744ce3913664175e9197
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,True,2003,67,0.894,0.404,9,-5.913,minor,0.13,0.453,1.57e-06,0.0801,0.759,102.009,hip hop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b27331a1d15842b0e8a4e53dd3b0
Chingy,Right Thurr,250746,True,2003,69,0.866,0.749,2,-3.977,major,0.253,0.15,0.0,0.0614,0.891,92.074,hip hop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b273f9aefc986924f7e9e5e71b74
Eminem,Sing For The Moment,339546,True,2002,71,0.668,0.824,5,-4.164,minor,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,True,2003,48,0.853,0.752,1,-8.831,major,0.339,0.178,4.65e-06,0.0553,0.935,104.946,hip hop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b2730df62740413b4dc395759098
Mýa,My Love Is Like...Wo - Main Mix,209533,False,2003,48,0.831,0.695,4,-6.491,major,0.109,0.194,1.24e-05,0.309,0.722,132.817,pop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b273c4baa83c3781c41203bc80db
50 Cent,21 Questions,224440,True,2003,72,0.646,0.813,6,-3.846,minor,0.299,0.349,9.37e-05,0.0427,0.895,92.729,hip hop,1,Détente,7,https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae
Nelly,Air Force Ones,304000,True,2002,61,0.784,0.459,4,-9.74,minor,0.317,0.0847,0.0,0.079,0.618,164.062,hip hop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b273a8b9f97b9ea065b9a857e93f
Missy Elliott,Gossip Folks (feat. Ludacris),234893,True,2002,57,0.707,0.538,0,-5.264,major,0.505,0.362,0.0,0.317,0.439,121.732,hip hop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b27395d8583bba8f3cd794fa5bae
Girls Aloud,Jump,220360,False,2003,60,0.658,0.826,8,-6.031,major,0.0346,0.00189,0.00275,0.0492,0.795,134.465,pop,1,Détente,18,https://i.scdn.co/image/ab67616d0000b273eea0874a385add93be75febf
Ultrabeat,Pretty Green Eyes - Radio Edit,201920,False,2003,59,0.553,0.775,1,-10.284,minor,0.043,0.212,0.0,0.0728,0.51,139.993,pop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273e14b37d571b65491233f648f
Christina Aguilera,Fighter,245960,False,2002,67,0.435,0.92,4,-1.357,minor,0.201,0.235,0.000353,0.552,0.45,188.899,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b2737cd872c7701c4737b2f81d87
Frankie J,Don't Wanna Try,245293,False,2003,49,0.655,0.433,5,-7.577,minor,0.0348,0.444,0.0,0.221,0.199,130.127,hip hop,2,Fêtes,27,https://i.scdn.co/image/ab67616d0000b273d30e826126529af620988c4b
Snoop Dogg,Beautiful,299146,True,2005,67,0.893,0.74,11,-4.936,minor,0.132,0.299,0.0,0.0881,0.963,101.025,hip hop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b2738cdb0d29bb99ad4febccac39
Floetry,Say Yes,268373,False,2002,57,0.747,0.398,5,-12.932,minor,0.0743,0.211,1.42e-06,0.113,0.428,117.901,hip hop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b27374ba4c0d51c93c3d8c798e86
Ginuwine,In Those Jeans,243306,True,2003,59,0.691,0.541,1,-5.873,major,0.0776,0.508,0.0,0.0753,0.319,127.683,hip hop,2,Fêtes,19,https://i.scdn.co/image/ab67616d0000b273a785d1f6544b5c86fa179795
Electric Six,Danger! High Voltage - Soulchild Radio Mix,214600,False,2003,0,0.66,0.698,11,-4.722,minor,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,rock,3,Sport,35,https://i.scdn.co/image/ab67616d0000b27346de20a90bdb78064be2395e
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,False,2003,38,0.85,0.862,2,-3.587,major,0.138,0.0733,0.00144,0.0936,0.908,130.036,pop,1,Détente,31,https://i.scdn.co/image/ab67616d0000b273965ba7b5f831521d10af41d0
Ludacris,Stand Up,213760,True,2003,57,0.751,0.84,6,-4.855,major,0.349,0.367,0.0,0.0916,0.801,99.057,hip hop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b2732018e8c7b1afffd34c930147
Nas,I Can,253720,False,2002,58,0.837,0.885,6,-3.914,minor,0.182,0.103,0.0,0.0666,0.694,95.313,hip hop,1,Détente,24,https://i.scdn.co/image/ab67616d0000b273702689066bc17ee67203c2bc
3 Doors Down,When I'm Gone,260333,False,2002,67,0.53,0.768,7,-5.611,major,0.0284,0.00385,0.0,0.103,0.374,148.095,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b27383c39b0d32eb4a2064e1e228
Tyrese,How You Gonna Act Like That,294693,False,2002,60,0.733,0.521,3,-3.657,minor,0.0457,0.107,0.0,0.0692,0.525,112.913,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b2737138a6d4985a7502385e57cc
Justin Timberlake,Cry Me a River,288333,False,2002,73,0.624,0.654,8,-6.582,minor,0.183,0.577,0.0,0.104,0.564,73.898,pop,1,Détente,10,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee
Westlife,Mandy,199320,False,2003,57,0.447,0.636,5,-5.08,major,0.0278,0.254,9.25e-05,0.11,0.376,105.678,pop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b2733f820a307b7a115d61a75ab8
No Doubt,It's My Life,226053,False,2003,60,0.612,0.735,8,-5.074,minor,0.0282,0.00202,0.00118,0.328,0.783,126.326,rock,1,Détente,18,https://i.scdn.co/image/ab67616d0000b2735dc8007e67c01d69a0a8547d
Amanda Perez,Angel,218760,False,2003,48,0.638,0.54,0,-6.849,major,0.0473,0.506,0.0,0.157,0.352,143.772,pop,2,Fêtes,28,https://i.scdn.co/image/ab67616d0000b273702d1e659feee1968e5feb75
JAY-Z,Excuse Me Miss,281240,True,2002,56,0.714,0.862,6,-5.531,major,0.286,0.0305,0.0,0.0884,0.887,92.849,hip hop,1,Détente,26,https://i.scdn.co/image/ab67616d0000b273b7c45af95aaf599cee3acf08
Coldplay,Clocks,307879,False,2002,79,0.577,0.749,5,-7.215,minor,0.0279,0.599,0.0115,0.183,0.255,130.97,rock,2,Fêtes,4,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
Kelly Rowland,Stole,249293,False,2002,54,0.649,0.718,7,-4.984,minor,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,hip hop,3,Sport,28,https://i.scdn.co/image/ab67616d0000b273e2fac5d29f0e10450bf287a9
Missy Elliott,Work It,263226,True,2002,70,0.884,0.677,1,-5.603,major,0.283,0.0778,0.0,0.0732,0.584,101.868,hip hop,1,Détente,13,https://i.scdn.co/image/ab67616d0000b27395d8583bba8f3cd794fa5bae
Ashanti,Rock Wit U (Awww Baby),209120,False,2003,65,0.71,0.797,4,-3.006,minor,0.0582,0.408,0.0,0.16,0.849,94.998,hip hop,1,Détente,13,https://i.scdn.co/image/ab67616d0000b27352ac190aeaea5489d6f37851
Junior Senior,Move Your Feet,181826,False,2002,67,0.747,0.904,9,-2.623,major,0.0803,0.046,0.106,0.203,0.846,118.877,pop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b273480beb08639f79e39c757892
Audioslave,Like a Stone,293960,False,2002,75,0.614,0.568,7,-5.477,minor,0.0276,0.00797,0.0,0.0997,0.516,107.849,rock,3,Sport,8,https://i.scdn.co/image/ab67616d0000b273a7292b6863258e889b78d787
Sean Paul,Like Glue,232506,False,2002,61,0.757,0.78,1,-5.038,major,0.319,0.0811,0.0,0.113,0.59,97.917,hip hop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b27370a92ddbe10010f1c2f95da1
Jaheim,Put That Woman First,245773,True,2002,55,0.649,0.536,5,-8.804,minor,0.132,0.492,0.0,0.184,0.513,78.935,pop,3,Sport,27,https://i.scdn.co/image/ab67616d0000b273ba9bf148fa6968489ae05640
Jennifer Lopez,All I Have (feat. LL Cool J),254466,False,2002,60,0.701,0.669,1,-5.265,major,0.107,0.271,0.0,0.158,0.446,83.066,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273a1bf4c1efc808162ac95090f
Monica,So Gone,242773,False,2003,64,0.618,0.552,8,-6.863,major,0.0981,0.176,0.0,0.252,0.586,81.975,pop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b2730cfb7f6743c0742761edf377
Dido,White Flag,240040,False,2003,44,0.512,0.525,5,-6.823,major,0.0401,0.327,3.3e-06,0.081,0.294,169.951,pop,3,Sport,30,https://i.scdn.co/image/ab67616d0000b273d41b79f27ef8d8df5a191219
The Roots,The Seed (2.0),267933,True,2002,63,0.758,0.957,7,-2.281,major,0.0357,0.039,0.0,0.133,0.966,111.121,hip hop,1,Détente,19,https://i.scdn.co/image/ab67616d0000b2739a3da6b52373b762009671cb
Chingy,Holidae In,314400,True,2003,61,0.81,0.791,7,-5.909,major,0.181,0.0893,0.0,0.0838,0.948,153.067,hip hop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b273d42663df825c068b4579f5f6
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,True,2003,61,0.646,0.6,9,-6.569,major,0.458,0.231,0.0,0.0794,0.811,192.082,hip hop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b273037fdf3967f20c4191ed0a39
Kelly Clarkson,Miss Independent,214773,False,2003,47,0.656,0.615,11,-6.359,minor,0.137,0.0769,0.000415,0.0706,0.592,175.943,pop,3,Sport,29,https://i.scdn.co/image/ab67616d0000b273ef290d6f387d2abce08aecb2
Ja Rule,Mesmerize,278693,True,2002,61,0.769,0.646,1,-6.653,major,0.199,0.0566,0.0,0.406,0.433,90.079,hip hop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b27348fcd99eb2b4e3bc8ff84c1f
Matchbox Twenty,Unwell,228706,False,2002,63,0.256,0.788,6,-5.263,minor,0.0403,0.0298,0.0,0.707,0.429,80.718,pop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273b23d1b3eb6fcd4a6c892d4f7
Outkast,The Way You Move (feat. Sleepy Brown),234000,True,2003,66,0.871,0.597,5,-4.932,minor,0.0464,0.126,0.000113,0.0638,0.635,125.999,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b2736e88eb6508fd94cd1b745ce2
Fabolous,Into You (feat. Tamia),295773,True,2003,67,0.546,0.538,7,-7.886,minor,0.0523,0.233,0.0,0.118,0.58,182.12,hip hop,3,Sport,11,https://i.scdn.co/image/ab67616d0000b273f60b98d303657fd171d57f09
Switchfoot,Meant to Live,201373,False,2003,61,0.397,0.903,2,-4.577,major,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,rock,3,Sport,17,https://i.scdn.co/image/ab67616d0000b273086698655fa030fb47ab3ed5
Daniel Bedingfield,If You're Not The One,257026,False,2002,58,0.688,0.538,10,-7.608,major,0.0292,0.504,0.0,0.111,0.27,119.998,pop,2,Fêtes,24,https://i.scdn.co/image/ab67616d0000b2738bd36be8edac5a87259a037b
Good Charlotte,Lifestyles of the Rich & Famous,190173,False,2002,68,0.62,0.93,1,-3.685,major,0.0374,0.00043,0.0,0.0686,0.609,106.22,rock,1,Détente,14,https://i.scdn.co/image/ab67616d0000b273a9bae94ddb20a71f573931c0
Wayne Wonder,No Letting Go,202013,False,2003,63,0.496,0.819,5,-5.656,minor,0.0444,0.0479,0.000215,0.177,0.317,100.215,hip hop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b27349adb6d18ddb1af4dfa27dc4
The Strokes,Reptilia,219826,False,2003,74,0.489,0.649,9,-5.11,major,0.0336,0.000603,0.713,0.101,0.77,158.009,rock,3,Sport,5,https://i.scdn.co/image/ab67616d0000b2730f35726025e0f025da4c688f
Avril Lavigne,I'm with You,223066,False,2002,70,0.457,0.406,9,-7.462,major,0.0291,0.08,0.0,0.117,0.208,151.95,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240
Will Young,Leave Right Now,214733,False,2003,55,0.641,0.445,6,-8.674,major,0.0368,0.145,0.0,0.108,0.383,81.931,pop,3,Sport,23,https://i.scdn.co/image/ab67616d0000b2733552e53b63597543aec54525
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,False,2004,81,0.894,0.791,2,-4.699,major,0.112,0.0183,0.0,0.0388,0.583,105.018,hip hop,1,Détente,1,https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da
Maroon 5,This Love,206200,False,2002,77,0.712,0.862,5,-4.612,minor,0.0378,0.0525,0.0,0.093,0.809,95.051,pop,1,Détente,6,https://i.scdn.co/image/ab67616d0000b27392f2d790c6a97b195f66d51e
Britney Spears,Toxic,198800,False,2003,81,0.774,0.838,5,-3.914,minor,0.114,0.0249,0.025,0.242,0.924,143.04,pop,1,Détente,1,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4
Outkast,Hey Ya!,235213,False,2003,80,0.727,0.974,4,-2.261,minor,0.0664,0.103,0.000532,0.174,0.965,79.526,hip hop,1,Détente,2,https://i.scdn.co/image/ab67616d0000b2736e88eb6508fd94cd1b745ce2
Hoobastank,The Reason,232800,False,2003,79,0.472,0.671,4,-4.649,major,0.029,0.0129,0.0,0.159,0.0681,82.952,pop,3,Sport,3,https://i.scdn.co/image/ab67616d0000b27394f8b5f85bad2c8affe6cc7d
Anastacia,Left Outside Alone,257426,False,2004,65,0.663,0.746,2,-3.567,minor,0.0321,0.0697,0.0,0.0929,0.325,102.847,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b273ff4a7c68133a6c9398be6b64
Daddy Yankee,Gasolina,192600,False,2004,11,0.857,0.801,0,-6.499,major,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,latin,1,Détente,40,https://i.scdn.co/image/ab67616d0000b2736bdcdf82ecce36bff808a40c
Black Eyed Peas,Let's Get It Started - Spike Mix,217733,False,2004,53,0.785,0.799,11,-2.208,minor,0.126,0.117,0.0,0.292,0.797,104.923,hip hop,1,Détente,25,https://i.scdn.co/image/ab67616d0000b2735db09bde92cc685403d7068f
O-Zone,Dragostea Din Tei,215431,False,2004,56,0.809,0.965,0,-3.947,major,0.0427,0.177,0.0,0.0577,0.672,130.103,pop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b2736ed1042195c7228f6bd3548e
Terror Squad,Lean Back,247426,True,2004,67,0.783,0.916,1,-3.344,major,0.415,0.11,0.0,0.0746,0.695,95.321,hip hop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b27309568226c29f59739f0c88e8
Anastacia,Sick and Tired,212266,False,1999,56,0.598,0.868,0,-4.552,major,0.0373,0.00908,0.0,0.279,0.47,99.848,pop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273ade7496600da316d867dadc1
Gwen Stefani,What You Waiting For?,221226,False,2004,60,0.676,0.948,5,-2.557,major,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,pop,1,Détente,18,https://i.scdn.co/image/ab67616d0000b273eb0fad2430b67ef1ac014d33
Ashanti,Only U - No Intro,186306,False,2004,56,0.601,0.621,6,-5.576,minor,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273d2d12fed2f7acc2109cf13fc
The Rasmus,In the Shadows,257920,False,2003,68,0.6,0.796,2,-4.481,major,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,metal,1,Détente,10,https://i.scdn.co/image/ab67616d0000b2739ee03a565b0bbf6af8b9733c
Houston,I Like That,236520,False,2004,59,0.797,0.502,10,-3.925,minor,0.0968,0.0154,0.0,0.1,0.385,106.997,hip hop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273f4000cf25c840e625010f703
Beyoncé,Naughty Girl,208600,False,2003,63,0.735,0.466,6,-8.65,minor,0.0857,0.239,6.24e-06,0.102,0.643,99.973,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b273a9fd4a0405945cd51e8de130
Linkin Park,Numb,185586,False,2003,81,0.496,0.863,9,-4.153,major,0.0381,0.0046,0.0,0.639,0.243,110.018,rock,3,Sport,1,https://i.scdn.co/image/ab67616d0000b2735f1f51d14e8bea89484ecd1b
Lloyd Banks,On Fire,187280,True,2004,61,0.759,0.825,8,-4.289,major,0.22,0.0923,0.00057,0.24,0.429,94.857,hip hop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b273c8789da04949019737754842
Akon,Locked Up,235066,True,2004,16,0.818,0.579,7,-4.475,major,0.101,0.023,0.0,0.107,0.354,89.987,pop,3,Sport,39,https://i.scdn.co/image/ab67616d0000b2736ec7ab30397ea37295340a41
D12,My Band,298773,True,2004,73,0.851,0.849,1,-3.383,minor,0.0828,0.497,2.05e-06,0.116,0.844,120.014,hip hop,1,Détente,5,https://i.scdn.co/image/ab67616d0000b27360b9bcd1d55f68a39f1ea8b7
Jay Sean,Eyes On You - Radio Mix,190493,False,2004,42,0.802,0.672,7,-4.971,major,0.0847,0.0775,0.0,0.136,0.619,96.525,hip hop,1,Détente,34,https://i.scdn.co/image/ab67616d0000b273a98c92616affce3ef0d0b70a
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,257333,False,2016,66,0.833,0.515,11,-5.0,minor,0.0462,0.347,0.00156,0.116,0.4,97.007,pop,3,Sport,18,https://i.scdn.co/image/ab67616d0000b2733478b3ee9ec84b07c18a6ea5
Destiny's Child,Lose My Breath,242013,False,2004,61,0.814,0.899,1,-5.958,major,0.0637,0.00727,0.219,0.0979,0.545,119.011,pop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b273ddf516656fa45ad3ab5a1972
Eric Prydz,Call on Me - Radio Mix,171360,False,2004,72,0.597,0.837,10,-6.518,major,0.375,0.00427,0.00115,0.839,0.447,126.342,pop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b2731cd65e046a28cef435feff21
Ciara,Goodies (feat. Petey Pablo),223000,False,2004,67,0.826,0.647,5,-6.306,minor,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,pop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b273c1e3659212de0f437bbf395e
Kelis,Trick Me,206106,True,2003,63,0.97,0.72,1,-3.347,minor,0.149,0.0369,0.000389,0.326,0.962,107.17,pop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b27380c0124b18f8d2e3152bbb02
LL Cool J,Headsprung,267320,False,2004,56,0.718,0.786,0,-5.76,major,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273dc0a5a06ff792aade0a9728a
Spiderbait,Black Betty - Edit,205973,False,2004,63,0.562,0.865,7,-6.476,minor,0.0922,2.06e-05,0.591,0.219,0.35,124.047,rock,3,Sport,15,https://i.scdn.co/image/ab67616d0000b273e49d8e4b88b70ac7fc3cc31c
George Michael,Amazing,265826,False,2004,57,0.805,0.754,10,-6.825,minor,0.0394,0.0884,1.77e-06,0.117,0.88,128.429,unknown,1,Détente,21,https://i.scdn.co/image/ab67616d0000b2732d7847e92ea987a81adb699f
Britney Spears,My Prerogative,213893,False,2004,53,0.749,0.938,10,-4.423,minor,0.118,0.0127,1.96e-06,0.103,0.619,111.014,pop,1,Détente,25,https://i.scdn.co/image/ab67616d0000b27338a33970ad21a2a1d1315875
Nina Sky,Move Ya Body,232000,False,2004,67,0.87,0.712,11,-6.313,minor,0.0432,0.0202,0.000331,0.0576,0.877,121.057,pop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b273e0c595c1a9a2f98535072fdd
Baby Bash,Suga Suga,239026,False,2003,73,0.662,0.748,5,-3.041,minor,0.268,0.688,8.43e-06,0.0841,0.535,82.331,hip hop,1,Détente,6,https://i.scdn.co/image/ab67616d0000b2733a5d0b7bc4d28b51ed8385ec
Petey Pablo,Freek-A-Leek,235186,True,2003,56,0.737,0.697,2,-3.716,major,0.254,0.0756,0.0,0.359,0.662,104.917,hip hop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b2730457b83927ccbae59b8f26e6
JAY-Z,Dirt Off Your Shoulder,245173,True,2003,53,0.779,0.655,1,-7.147,major,0.318,0.0319,2.63e-06,0.339,0.645,163.971,hip hop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b273c528802c308a1e0e4d9945dd
Juanes,La Camisa Negra,216706,False,2004,70,0.751,0.731,6,-4.419,minor,0.0308,0.0838,0.0,0.0556,0.973,97.007,pop,1,Détente,8,https://i.scdn.co/image/ab67616d0000b273c091c40987e92a9256d2f210
Avril Lavigne,Nobody's Home,212413,False,2004,61,0.348,0.907,5,-3.66,minor,0.0497,0.000516,0.0,0.161,0.177,185.406,pop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b2739c291af4bf0c3071847f2b80
Robbie Williams,Radio,233600,False,2004,33,0.607,0.874,5,-5.409,minor,0.0349,0.00331,0.0494,0.26,0.846,130.015,pop,1,Détente,36,https://i.scdn.co/image/ab67616d0000b27392b320c0a45db23a69e2c366
Black Eyed Peas,Hey Mama,214893,True,2003,49,0.86,0.866,4,-6.345,minor,0.232,0.104,1.42e-06,0.584,0.933,100.15,hip hop,1,Détente,27,https://i.scdn.co/image/ab67616d0000b2735db09bde92cc685403d7068f
Ying Yang Twins,Salt Shaker,252440,True,2003,61,0.884,0.697,11,-6.022,major,0.128,0.0509,0.0,0.094,0.322,101.965,hip hop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b2731f52a7e9b573959c8e430974
Enrique Iglesias,Not In Love - Radio Mix,223133,False,2003,37,0.762,0.885,0,-5.096,minor,0.0395,0.0371,0.0,0.0519,0.886,117.021,pop,1,Détente,32,https://i.scdn.co/image/ab67616d0000b273358c9e4630020a46ecb47ed9
Kelis,Milkshake,182626,False,2003,68,0.881,0.774,1,-6.068,major,0.0439,0.00986,0.0346,0.206,0.759,112.968,pop,1,Détente,10,https://i.scdn.co/image/ab67616d0000b2736a31f70030d3de5fd9b843b6
Linkin Park,Breaking the Habit,196906,False,2003,68,0.579,0.849,4,-5.218,minor,0.0303,0.108,0.0,0.0909,0.581,100.021,rock,1,Détente,10,https://i.scdn.co/image/ab67616d0000b2738b5b6fa1326d996181e71dd7
JoJo,Leave (Get Out) - Radio Edit,242746,False,2005,49,0.656,0.513,5,-8.691,major,0.253,0.156,6.45e-05,0.0763,0.464,86.891,hip hop,3,Sport,29,Aucune image trouvée
Christina Milian,Dip It Low,197186,False,2004,45,0.752,0.722,11,-4.207,minor,0.104,0.0108,0.000536,0.0753,0.612,169.131,hip hop,3,Sport,32,https://i.scdn.co/image/ab67616d0000b2734ab9b135dc9631a3f20222d9
Avant,Read Your Mind,263506,False,2003,56,0.755,0.381,8,-6.696,minor,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,pop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b2731ceddb6d4fb05ea6d1344416
Eminem,Just Lose It,248680,True,2004,67,0.94,0.633,8,-3.56,major,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,hip hop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023
Sugababes,Too Lost In You,237693,False,2003,58,0.586,0.705,1,-4.904,minor,0.0287,0.0485,0.0,0.15,0.459,98.014,pop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273300cb707ac12b2704a21c027
Snoop Dogg,Drop It Like It's Hot,266066,True,2004,39,0.892,0.628,1,-3.832,major,0.216,0.169,0.0,0.102,0.676,92.063,hip hop,1,Détente,35,https://i.scdn.co/image/ab67616d0000b273e803716268c173c3f9a0c057
Sean Paul,I'm Still in Love with You (feat. Sasha),273360,False,2002,68,0.765,0.666,7,-5.384,major,0.172,0.102,0.0,0.116,0.756,87.002,hip hop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b27370a92ddbe10010f1c2f95da1
The Shapeshifters,Lola's Theme - Radio Edit,207066,False,2004,65,0.748,0.845,5,-4.612,minor,0.0536,0.00083,0.000225,0.068,0.659,123.925,dance/electronic,1,Détente,13,https://i.scdn.co/image/ab67616d0000b2734d74f575e1d411a6369e9ca8
D12,How Come,249533,True,2004,57,0.745,0.858,9,-2.221,major,0.237,0.28,0.0,0.188,0.547,89.983,hip hop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b27360b9bcd1d55f68a39f1ea8b7
Basement Jaxx,Good Luck,282306,False,2003,0,0.571,0.968,5,-3.092,major,0.162,0.0649,3.07e-06,0.592,0.313,154.07,pop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b273098b5b3c2f21734bb75afbd2
Kevin Lyttle,Turn Me On,192106,False,2004,67,0.677,0.682,9,-6.879,major,0.0361,0.0405,0.0,0.0351,0.875,106.279,hip hop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b27373b8d34fa1ece5bb3cbf6bfb
