artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,cluster,context,rank,URL_Couverture_Album
Coldplay,A Sky Full of Stars,267866,False,2014,80,0.545,0.675,6,-6.474,major,0.0279,0.00617,0.00197,0.209,0.162,124.97,rock,3,Sport,5,https://i.scdn.co/image/ab67616d0000b273e5a95573f1b91234630fd2cf
Clean Bandit,Rather Be (feat. Jess Glynne),227833,False,2014,72,0.799,0.586,11,-6.735,major,0.0377,0.162,2.03e-06,0.193,0.549,120.97,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2735ef315d54fd701725176292e
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,False,2014,63,0.596,0.738,8,-3.109,major,0.0411,0.109,0.0,0.0947,0.461,127.961,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b27339667b8510033317b3553ca4
Sia,Elastic Heart,257200,False,2014,70,0.421,0.791,9,-4.998,major,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b2735d199c9f6e6562aafa5aa357
One Direction,Story of My Life,245493,False,2013,81,0.6,0.663,3,-5.802,major,0.0477,0.225,0.0,0.119,0.286,121.07,pop,3,Sport,5,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1
Alex & Sierra,Little Do You Know,185200,False,2014,75,0.5,0.292,0,-8.554,major,0.0323,0.746,0.0,0.188,0.37,145.879,pop,2,Fêtes,10,https://i.scdn.co/image/ab67616d0000b273925b6102fc5edac08ec995b5
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,True,2014,55,0.733,0.676,10,-5.655,minor,0.0432,0.0697,0.0,0.208,0.701,97.448,hip hop,1,Détente,27,https://i.scdn.co/image/ab67616d0000b2731fee82228aa487380e1ee1dc
Echosmith,Cool Kids,237626,False,2013,71,0.719,0.671,8,-6.279,major,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,pop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b273106fa02aaa287ec63af85aae
Natalie La Rose,Somebody,189906,False,2014,66,0.83,0.52,0,-8.714,major,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,unknown,1,Détente,19,https://i.scdn.co/image/ab67616d0000b273684f901ac7d2ff872a079b8e
Vance Joy,Riptide,204280,False,2014,80,0.484,0.731,1,-6.694,major,0.0379,0.431,0.0,0.151,0.51,101.654,rock,3,Sport,5,https://i.scdn.co/image/ab67616d0000b2737cffb8896928039a0a10e4e7
Beyoncé,Drunk in Love (feat. Jay-Z),323480,True,2014,70,0.589,0.621,5,-6.902,minor,0.0468,0.00969,0.00104,0.181,0.401,140.03,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3
Maroon 5,Sugar,235493,True,2014,0,0.744,0.783,1,-7.077,major,0.0337,0.0553,0.0,0.086,0.885,120.042,pop,1,Détente,38,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c
Ella Henderson,Ghost,213213,False,2014,63,0.68,0.84,9,-3.823,major,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,pop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b2738b0e2d8dbbe291ac53a8e427
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,False,2013,71,0.581,0.0549,10,-20.514,minor,0.0397,0.559,0.0,0.0718,0.234,152.037,pop,2,Fêtes,14,https://i.scdn.co/image/ab67616d0000b273623e9310d1da0844fdb7acd9
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,True,2014,67,0.702,0.629,1,-4.292,major,0.041,0.0506,0.0,0.0963,0.446,141.967,hip hop,3,Sport,18,https://i.scdn.co/image/ab67616d0000b273d7a62d8635f92472d57d5f8d
Sheppard,Geronimo,218227,False,2014,0,0.707,0.771,7,-6.275,major,0.0783,0.434,0.0013,0.115,0.437,142.016,pop,3,Sport,38,https://i.scdn.co/image/ab67616d0000b2738a99868b5a57469de83fb9ba
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,False,2014,0,0.787,0.848,1,-4.696,major,0.0549,0.0915,0.0,0.15,0.947,121.989,pop,1,Détente,38,https://i.scdn.co/image/ab67616d0000b27328a9032c5bdec6b0c0e9e1ba
Sam Smith,Money On My Mind,192670,False,2014,62,0.688,0.841,2,-5.217,major,0.179,0.204,0.000295,0.229,0.743,133.912,pop,1,Détente,23,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae
Jason Derulo,Trumpets,217306,False,2013,53,0.627,0.703,0,-4.884,major,0.236,0.563,0.0,0.0962,0.64,81.897,hip hop,1,Détente,32,https://i.scdn.co/image/ab67616d0000b27364d58f6e7672baecc8972806
Nicki Minaj,Bed Of Lies,269946,True,2014,53,0.716,0.67,11,-5.779,major,0.194,0.251,0.0,0.109,0.124,86.01,hip hop,3,Sport,29,https://i.scdn.co/image/ab67616d0000b273196125e348dc453cb18ee09f
Nick Jonas,Jealous - Remix,222213,True,2014,0,0.685,0.709,11,-3.578,minor,0.0748,0.0132,0.0,0.452,0.504,93.047,pop,3,Sport,38,https://i.scdn.co/image/ab67616d0000b2733721c00c751f3596b38ffdad
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,True,2015,82,0.856,0.609,0,-7.223,major,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,pop,1,Détente,5,https://i.scdn.co/image/ab67616d0000b273e419ccba0baa8bd3f3d7abf2
Ed Sheeran,Thinking out Loud,281560,False,2014,81,0.781,0.445,2,-6.061,major,0.0295,0.474,0.0,0.184,0.591,78.998,pop,3,Sport,4,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,False,2015,81,0.689,0.481,10,-7.503,major,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,hip hop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8
Justin Bieber,What Do You Mean?,205680,False,2015,77,0.845,0.567,5,-8.118,minor,0.0956,0.59,0.00142,0.0811,0.793,125.02,pop,1,Détente,10,https://i.scdn.co/image/ab67616d0000b273bc805943adb4adde1555b130
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,False,2015,73,0.723,0.809,7,-3.081,minor,0.0625,0.00346,0.00123,0.565,0.274,98.007,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b273ed17a14e09145f2986a42726
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,False,2014,76,0.659,0.381,2,-5.922,minor,0.0304,0.385,0.0,0.0972,0.426,119.844,pop,2,Fêtes,9,https://i.scdn.co/image/ab67616d0000b27364bd23d64f90b1910ead95a1
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,False,2015,78,0.262,0.606,8,-6.646,major,0.0484,0.247,0.0,0.125,0.275,189.857,pop,3,Sport,9,https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd
Calvin Harris,Outside (feat. Ellie Goulding),227266,False,2014,78,0.646,0.823,2,-4.123,minor,0.0394,0.213,0.0,0.322,0.418,128.035,hip hop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b2738fba5806a323efd272677c4d
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,False,2014,75,0.596,0.73,9,-4.091,major,0.151,0.24,0.0,0.325,0.525,85.979,hip hop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b2733862d62a50dc6b928651bdeb
Demi Lovato,Cool for the Summer,214746,True,2015,0,0.586,0.613,5,-5.593,minor,0.0386,0.00441,0.000183,0.0853,0.319,114.101,pop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784
Taylor Swift,Blank Space,231826,False,2014,82,0.76,0.703,5,-5.412,major,0.054,0.103,0.0,0.0913,0.57,95.997,pop,1,Détente,3,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a
The Weeknd,The Hills,242253,True,2015,84,0.585,0.564,0,-7.063,minor,0.0515,0.0671,0.0,0.135,0.137,113.003,pop,3,Sport,3,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
The Neighbourhood,Daddy Issues,260173,False,2015,85,0.588,0.521,10,-9.461,major,0.0329,0.0678,0.149,0.123,0.337,85.012,rock,3,Sport,2,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685
Deorro,Five More Hours,211975,False,2015,66,0.699,0.883,5,-3.226,minor,0.219,0.0288,0.0,0.817,0.499,127.961,pop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b273fe3951b474a76b0f25e3c760
Avicii,The Nights,176658,False,2014,85,0.527,0.835,6,-5.298,major,0.0433,0.0166,0.0,0.249,0.654,125.983,pop,3,Sport,1,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad
DJ Snake,You Know You Like It,247266,False,2014,69,0.407,0.725,5,-5.346,minor,0.188,0.0141,2.46e-06,0.306,0.247,196.093,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273567a71695181017949f14f99
Adam Lambert,Ghost Town,208330,True,2015,46,0.703,0.736,4,-5.709,minor,0.046,0.186,1.92e-05,0.174,0.274,119.955,pop,3,Sport,31,https://i.scdn.co/image/ab67616d0000b2737700824398c798dd7c88142b
Rae Sremmurd,No Type,200080,True,2015,71,0.891,0.486,6,-7.803,major,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b2734ca3fb4517ff722918877460
Taylor Swift,Bad Blood,200106,False,2015,70,0.654,0.655,11,-7.388,minor,0.106,0.0294,0.0,0.139,0.221,170.16,pop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,False,2015,49,0.657,0.827,5,-4.036,major,0.0734,0.000704,0.00534,0.065,0.69,145.889,hip hop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b2737947bf3e8af32378de181b41
Robin Schulz,Sugar (feat. Francesco Yates),219043,False,2015,76,0.636,0.815,5,-5.098,minor,0.0581,0.0185,0.0,0.163,0.636,123.063,pop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b2733c9047f9aa5d0d1e03827039
Calvin Harris,How Deep Is Your Love,212640,False,2015,76,0.738,0.868,11,-4.373,minor,0.0731,0.0392,0.00169,0.388,0.336,122.003,hip hop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b2738daa8ac6367fc997c1873b9b
Philip George,Wish You Were Mine - Radio Edit,177560,False,2014,65,0.654,0.832,7,-4.164,minor,0.0293,0.0126,0.0901,0.102,0.407,123.002,pop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b27325f92c1a22808b250fc1b1cb
Trey Songz,Na Na,231906,False,2015,62,0.67,0.476,9,-6.253,minor,0.0406,0.328,0.0,0.104,0.235,96.975,hip hop,2,Fêtes,24,https://i.scdn.co/image/ab67616d0000b273e04293bed7a0440e3eea2de1
Fall Out Boy,Centuries,228360,False,2015,80,0.393,0.858,4,-2.868,minor,0.0729,0.00359,0.0,0.102,0.56,176.042,rock,3,Sport,7,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,True,2016,76,0.886,0.427,6,-10.028,major,0.145,0.0312,0.00099,0.0906,0.23,108.034,hip hop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b2736f3e9696889a2425338e0836
Lost Frequencies,Are You With Me - Radio Edit,138842,False,2014,33,0.776,0.574,5,-9.882,minor,0.0317,0.466,7.83e-05,0.131,0.412,121.03,pop,2,Fêtes,35,Aucune image trouvée
Twenty One Pilots,Stressed Out,202333,False,2015,83,0.734,0.637,4,-5.677,minor,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,rock,3,Sport,4,https://i.scdn.co/image/ab67616d0000b2732df0d98a423025032d0db1f7
Fifth Harmony,Worth It (feat. Kid Ink),224573,False,2015,73,0.884,0.765,8,-3.865,major,0.0882,0.063,7.04e-06,0.118,0.594,99.987,pop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b2735bdd9e580fdda5e676a25e6a
KALEO,Way down We Go,219560,False,2015,63,0.59,0.578,10,-5.798,minor,0.0528,0.612,0.000162,0.0837,0.264,81.663,rock,2,Fêtes,23,https://i.scdn.co/image/ab67616d0000b273f793a842c1642b09a768a63b
Sam Smith,Like I Can,167065,False,2014,79,0.656,0.627,7,-6.627,minor,0.0379,0.343,2.17e-05,0.124,0.481,99.933,pop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,False,2015,49,0.746,0.877,9,-3.782,minor,0.0666,0.0375,0.000833,0.233,0.751,107.985,hip hop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b273ed17a14e09145f2986a42726
Martin Solveig,Intoxicated - New Radio Mix,159693,False,2015,48,0.8,0.677,0,-4.023,major,0.0393,0.00563,0.00409,0.0838,0.547,125.004,pop,3,Sport,29,Aucune image trouvée
Avicii,Waiting For Love,230613,False,2015,79,0.579,0.736,6,-3.863,minor,0.0527,0.31,0.0,0.198,0.613,127.999,pop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b2735393c5d3cac806092a9bc468
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,False,2018,72,0.778,0.566,2,-6.959,minor,0.0311,0.672,0.000197,0.0698,0.479,117.971,hip hop,2,Fêtes,14,https://i.scdn.co/image/ab67616d0000b2739713f1939e377cf85a2a5b16
Taylor Swift,Wildest Dreams,220440,False,2014,78,0.553,0.664,8,-7.417,major,0.0741,0.0709,0.0056,0.106,0.467,140.06,pop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72
The Weeknd,In The Night,235653,True,2015,0,0.48,0.682,7,-4.94,major,0.13,0.0696,0.0,0.0463,0.506,167.939,pop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
Pitbull,Time of Our Lives,229360,True,2014,80,0.721,0.802,1,-5.797,major,0.0583,0.0921,0.0,0.694,0.724,124.022,hip hop,1,Détente,5,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7
Galantis,Runaway (U & I),227073,False,2015,74,0.506,0.805,1,-4.119,major,0.0469,0.00711,0.00193,0.0856,0.383,126.008,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2732b517912fd69652ff10d8e11
Rihanna,Bitch Better Have My Money,219305,True,2015,73,0.781,0.728,1,-4.981,major,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b273c137319751a89295f921cce8
Zara Larsson,Lush Life,202213,False,2015,0,0.658,0.741,7,-2.86,minor,0.0536,0.141,0.0,0.189,0.789,98.024,pop,1,Détente,35,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
One Direction,Drag Me Down,192120,False,2015,79,0.73,0.703,0,-5.672,minor,0.0369,0.109,0.0,0.0657,0.595,138.113,pop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b273241e4fe75732c9c4b49b94c3
Travis Scott,Antidote,262693,True,2015,73,0.713,0.526,1,-5.046,major,0.032,0.00767,0.000148,0.124,0.131,131.05,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b2736cfd9a7353f98f5165ea6160
Years & Years,King,215360,False,2015,0,0.559,0.848,4,-4.125,minor,0.0388,0.0665,0.0,0.382,0.466,119.977,pop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b273b84e077bb3f2e36adbdeb6d4
Demi Lovato,Confident,205745,True,2015,64,0.594,0.749,3,-6.251,major,0.0677,0.00188,0.000139,0.0869,0.344,130.064,pop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784
Lemaitre,Closer,270589,False,2017,59,0.583,0.785,2,-3.991,minor,0.0337,0.0012,0.0127,0.124,0.355,91.977,pop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b2733d032d3653955186330aab1b
Selena Gomez,Same Old Love,229080,False,2015,69,0.672,0.593,11,-4.01,minor,0.0304,0.0223,0.0,0.214,0.438,98.02,pop,3,Sport,18,https://i.scdn.co/image/ab67616d0000b273191a0cf1a18b4b96d4637941
Pia Mia,Do It Again,207746,True,2015,72,0.712,0.564,8,-6.527,major,0.047,0.0266,0.0,0.0874,0.411,95.95,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b273eada09a00d301bcbcfff2bbd
Flo Rida,My House,192190,False,2015,76,0.688,0.702,7,-4.792,minor,0.0499,0.0215,0.0,0.128,0.74,94.006,hip hop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b2737947bf3e8af32378de181b41
Silentó,Watch Me (Whip / Nae Nae),185131,False,2015,0,0.819,0.768,8,-8.522,major,0.134,0.234,0.0,0.334,0.964,139.982,hip hop,1,Détente,35,https://i.scdn.co/image/ab67616d0000b2735a5aa346c3d8f54d4762125e
Chris Brown,Ayo,225226,True,2015,71,0.823,0.563,6,-5.095,major,0.0443,0.0399,0.0,0.0851,0.682,98.031,hip hop,1,Détente,16,https://i.scdn.co/image/ab67616d0000b273770842637a8e7348fc4687a3
The Strumbellas,Spirits,203653,False,2016,71,0.556,0.658,0,-6.075,major,0.0265,0.164,0.0,0.113,0.787,80.529,rock,1,Détente,13,https://i.scdn.co/image/ab67616d0000b273bfa12b3e57b6f5a21f2959fd
Fetty Wap,Trap Queen,222093,True,2015,68,0.746,0.873,7,-3.803,major,0.128,0.0244,0.0,0.354,0.817,148.075,hip hop,1,Détente,19,https://i.scdn.co/image/ab67616d0000b273de6bd09b07e2b4af4e409f6c
Tove Lo,Talking Body,238426,True,2014,66,0.736,0.761,4,-5.449,minor,0.0338,0.0966,0.0,0.0823,0.114,119.999,pop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b27370cd79659edf4d5fec0840b8
Beyoncé,7/11,213506,False,2014,69,0.747,0.705,9,-5.137,minor,0.126,0.0128,0.0,0.126,0.56,136.024,pop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3
Lana Del Rey,High By The Beach,257573,True,2015,67,0.536,0.486,11,-11.067,minor,0.0346,0.244,0.00788,0.12,0.0968,131.988,pop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273a3b3f48ca81acacb3ad4ec8a
Zara Larsson,Never Forget You,213427,False,2017,73,0.583,0.732,11,-5.728,minor,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
Jeremih,oui,238320,False,2015,77,0.418,0.724,5,-3.724,major,0.0964,0.213,0.0,0.112,0.604,78.521,hip hop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b273262c8e955ad5c60b1d0abf53
Drake,Hotline Bling,267066,False,2016,77,0.891,0.628,2,-7.863,major,0.0551,0.00258,0.00019,0.0504,0.552,134.966,hip hop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
Selena Gomez,Kill Em With Kindness,217906,False,2015,64,0.757,0.884,10,-5.488,minor,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,pop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b273191a0cf1a18b4b96d4637941
Birdy,Let It All Go,280757,False,2015,68,0.383,0.43,10,-8.644,major,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,pop,2,Fêtes,19,https://i.scdn.co/image/ab67616d0000b27305d6be4925919ca436076ad9
Fetty Wap,679 (feat. Remy Boyz),196693,True,2015,74,0.618,0.717,7,-5.738,major,0.318,0.00256,0.0,0.625,0.603,190.05,hip hop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2731769fa68b9643ca67c4d44ce
Ariana Grande,Love Me Harder,236133,False,2014,74,0.472,0.714,1,-4.389,minor,0.0334,0.00937,0.0,0.0764,0.24,98.992,pop,3,Sport,11,https://i.scdn.co/image/ab67616d0000b2735b1c64d5433d4ddaaf2768b5
The Weeknd,Can't Feel My Face,213520,False,2015,79,0.705,0.769,9,-5.526,minor,0.0425,0.113,0.0,0.105,0.583,107.949,pop,1,Détente,8,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,False,2015,55,0.336,0.664,7,-5.68,major,0.102,0.166,1.31e-06,0.0575,0.294,186.394,pop,3,Sport,26,https://i.scdn.co/image/ab67616d0000b273f86b51c51b4457cbb66bb282
X Ambassadors,Renegades,195200,False,2015,75,0.526,0.862,2,-6.003,major,0.0905,0.0144,0.0597,0.229,0.528,90.052,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b27352e8aa3275f7a3ee9c1e3628
R. City,Locked Away (feat. Adam Levine),227480,False,2015,77,0.509,0.671,1,-5.709,major,0.0678,0.304,0.0,0.0452,0.55,118.413,pop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b2739519b1a9e2b552407e65b01a
Kygo,Stole the Show,223186,False,2016,74,0.64,0.635,8,-7.565,minor,0.226,0.271,0.0,0.319,0.475,100.034,pop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a
Tame Impala,The Less I Know The Better,216320,True,2015,83,0.64,0.74,4,-4.083,major,0.0284,0.0115,0.00678,0.167,0.785,116.879,metal,1,Détente,4,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79
Selena Gomez,Good For You,221560,True,2015,0,0.6,0.676,5,-6.447,minor,0.0652,0.154,0.0,0.0741,0.217,88.928,pop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b273191a0cf1a18b4b96d4637941
Fetty Wap,My Way (feat. Monty),213053,True,2015,55,0.748,0.741,6,-3.103,major,0.0531,0.00419,0.0,0.147,0.537,128.077,hip hop,3,Sport,26,https://i.scdn.co/image/ab67616d0000b273de6bd09b07e2b4af4e409f6c
Hozier,Take Me To Church,241688,False,2014,81,0.566,0.664,4,-5.303,minor,0.0464,0.634,0.0,0.116,0.437,128.945,folk/acoustic,2,Fêtes,4,https://i.scdn.co/image/ab67616d0000b2737a9bf5f82e32d33d4503fe7b
Taylor Swift,Style,231000,False,2014,77,0.588,0.791,7,-5.595,major,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a
Alessia Cara,Here,199453,False,2015,0,0.379,0.799,0,-4.031,major,0.163,0.0804,0.0,0.0793,0.359,120.892,pop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b2730a48794d471447a030998815
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,False,2015,66,0.261,0.302,5,-8.19,minor,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,pop,2,Fêtes,21,https://i.scdn.co/image/ab67616d0000b2737fb4266023aacbea214d8b56
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,False,2015,47,0.599,0.869,0,-3.697,major,0.0789,0.0525,0.00719,0.103,0.593,108.061,hip hop,1,Détente,30,https://i.scdn.co/image/ab67616d0000b273048f37d7b1bba62b93f1009a
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,True,2015,68,0.589,0.658,11,-5.288,minor,0.203,0.0242,0.0,0.118,0.251,77.521,hip hop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34
Big Sean,I Don't Fuck With You,284386,True,2015,75,0.824,0.733,1,-5.474,major,0.0613,0.0362,0.0,0.325,0.395,97.972,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203
Kygo,Firestone,271640,False,2016,76,0.704,0.634,11,-7.374,minor,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,pop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a
Drake,Jumpman,205879,True,2015,0,0.853,0.558,1,-7.448,major,0.202,0.0462,0.0,0.341,0.654,142.079,hip hop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b273d6adfbd3f091d6f2b9af6507
Petit Biscuit,Sunset Lover,237792,False,2015,71,0.783,0.467,6,-9.474,major,0.0503,0.729,0.809,0.109,0.236,90.838,dance/electronic,2,Fêtes,16,https://i.scdn.co/image/ab67616d0000b27344bb39545f5d7176080d17ae
Shawn Mendes,Stitches,206880,False,2015,78,0.746,0.754,1,-6.684,major,0.0676,0.0152,0.0,0.0486,0.746,149.882,pop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,False,2015,67,0.854,0.766,9,-4.697,minor,0.141,0.0242,0.0,0.0793,0.784,118.004,hip hop,1,Détente,20,https://i.scdn.co/image/ab67616d0000b2737947bf3e8af32378de181b41
Selena Gomez,The Heart Wants What It Wants,227373,False,2014,64,0.616,0.789,7,-4.874,minor,0.0377,0.053,0.0,0.142,0.621,83.066,pop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b273f7dd2cadacebfe2d3c5d96be
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,False,2015,74,0.432,0.781,4,-4.038,minor,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b27357fc4730e06c9ab20c1e073b
Ellie Goulding,On My Mind,213445,False,2015,0,0.699,0.688,2,-6.607,minor,0.0522,0.264,4.11e-06,0.0863,0.742,154.943,pop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd
Bryson Tiller,Don't,198293,True,2015,78,0.765,0.356,11,-5.556,minor,0.195,0.223,0.0,0.0963,0.189,96.991,hip hop,3,Sport,9,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,True,2015,1,0.676,0.615,6,-7.534,minor,0.0496,0.0384,0.0,0.341,0.883,163.993,hip hop,1,Détente,34,https://i.scdn.co/image/ab67616d0000b273c62a27893c8a67923c852ab1
Joel Adams,Please Don't Go,210580,False,2015,71,0.513,0.768,4,-4.868,minor,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,r&b,3,Sport,16,https://i.scdn.co/image/ab67616d0000b2733a22ad98e76e2d0c1760345d
Zedd,I Want You To Know,238800,False,2015,0,0.561,0.877,9,-2.215,minor,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,hip hop,3,Sport,35,https://i.scdn.co/image/ab67616d0000b273d040bc5b46915b49a64d7b1d
Jonas Blue,Fast Car,212424,False,2015,67,0.644,0.57,9,-6.994,major,0.052,0.484,0.0,0.299,0.527,113.945,pop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6
BØRNS,Electric Love,218173,False,2015,0,0.373,0.858,6,-6.536,minor,0.0889,0.00407,0.0016,0.256,0.605,120.063,rock,3,Sport,35,https://i.scdn.co/image/ab67616d0000b273cc2cf912462d8ae4ef856434
Sigala,Easy Love,229813,False,2018,66,0.68,0.942,9,-4.208,major,0.0631,0.175,0.0013,0.117,0.647,123.976,pop,1,Détente,20,https://i.scdn.co/image/ab67616d0000b273681d6da9a0ab5ff23fadf0f9
